Clare Gulliver,1998-11-06,241833.55,34
Jeremy Brundill,1963-03-08,622570.18,18
Benedikta Beckinsale,1951-10-13,395620.96,53
Inesita Jimenez,1953-03-29,700099.73,43
Marje Fewell,1953-02-01,653352.32,43
Chaunce Delacroix,1973-02-01,786932.73,4
Kathi Redholls,1966-06-14,854076.91,13
Gertrude Marusyak,1995-02-03,673106.75,1
Vikki Carlesso,1970-09-10,32762.42,6
Sinclair Jurewicz,1973-11-25,677154.5,57
Javier Baumer,1977-10-28,65885.1,35
Sheena Blanshard,1969-04-02,929029.17,30
Alan Giraudou,1966-09-15,904794.85,52
Gui Tainton,1987-05-09,740922.01,60
Matthaeus Allingham,1985-08-22,338706.67,18
Anderson Callaby,1983-12-15,351859.06,50
Claudina Bignell,1965-10-28,799615.82,38
Blayne Ellice,1983-01-09,681883.57,8
Archibaldo Audrey,1981-03-12,308675.43,1
Sosanna Cossentine,1975-02-16,1804.74,59
Andeee Marsay,1965-11-14,950983.48,58
Gustav Snape,1981-05-05,441623.35,31
Wakefield Ewbach,1966-09-18,905779.22,41
Mariam Vowells,1974-02-06,665071.06,60
Alameda Demcak,2000-04-29,936436.46,11
Yorker Mealiffe,1981-11-13,614905.12,18
Yorgo Jouannin,1981-02-24,331433.34,21
Lynelle Pittle,1955-06-16,416417.03,29
Milissent Beneze,1961-04-09,196852.63,20
Kacie Northway,1981-07-04,651601.21,20
Cristiano Ivankovic,1960-06-06,555988.15,37
Yance Gebbie,1980-03-26,373841.52,5
Lorrayne Pickford,1995-01-30,927626.76,60
Xylia Side,1995-11-30,663252.33,9
Aurthur Laste,1983-07-15,15241.62,50
Felicia Wyldbore,1990-06-10,331175.53,23
Ruy Gotter,1967-04-29,424891.43,44
Roger Geffen,1967-10-27,334874.18,36
Hobart Hercules,1977-07-22,152932.24,14
Nariko Quye,1969-11-28,544166.99,45
Galvan Tilzey,1952-01-01,684014.94,19
Filippa Warrender,1986-03-10,282482.0,47
Amelia Iffe,1965-10-03,230589.77,45
Hollie Etherton,1953-09-24,611237.61,19
Edlin Ben,1990-08-28,663760.88,34
Deborah Scourgie,1981-05-13,194050.02,21
Jedediah Edwin,1963-05-09,857593.43,46
Lorne Staley,1998-04-01,625775.64,38
Udall Dingle,1995-12-06,521021.4,59
Lian McCaughey,1997-10-22,84891.39,14
Darleen Domenico,1999-01-20,407763.09,58
Alida Madine,1958-08-25,425525.75,29
Tiffy Linder,1999-02-08,991780.03,39
Patric Sisson,1987-04-15,516738.48,20
Mikey Streak,1994-04-15,866372.61,31
Nannette Mansford,1974-07-07,335558.58,30
Maddie Killock,2001-07-07,640470.77,11
Tracey Thiolier,1953-03-16,99531.3,23
Lyell Eastbury,1952-07-18,354328.79,8
Ardelia Feathers,1983-02-22,71248.45,16
Carce O' Donohue,1970-11-01,362659.0,24
Hephzibah Farnfield,1975-01-17,989085.88,28
Kenna Ingman,1978-03-25,319296.37,1
Silvia Chattell,1975-07-18,852922.15,3
Miner Prue,1977-12-15,749292.0,53
Letizia Segge,1975-07-13,363327.19,10
Ines Routley,1998-12-11,761420.34,25
Boone Lamble,1999-09-03,261470.82,51
Emily Armour,1954-06-13,994854.95,59
Bobbe Yearne,1984-08-29,146224.0,42
Farr Romer,1983-06-20,882519.47,37
Guinevere Olyonov,1993-02-04,138342.39,32
Hendrika Hatch,1970-04-15,596190.95,11
Sandy Kirstein,1996-12-16,397816.37,51
Isis Bullard,1976-05-14,314831.17,16
Dane Lothean,1965-05-22,529538.37,32
Marleah Setterington,1998-03-22,753565.35,55
Leonidas Agge,1998-01-23,628438.65,35
Celie Layus,1980-03-05,449621.06,45
Sada Piddington,1995-03-23,714783.0,10
Nonie Iacopetti,1951-04-24,200107.86,8
Madella Serris,1956-04-24,673900.28,18
Brynna Falla,1974-11-22,31235.59,35
Bessie Master,1964-12-16,252963.47,23
Agathe Leydon,1956-10-07,732248.89,38
Marybeth Shilston,1980-02-27,725586.17,43
Meara Everex,1965-12-08,518597.24,47
Lacey Curme,1995-08-14,223699.88,37
Mollee Paternoster,1967-03-23,197753.94,19
Giffer Avraham,2001-05-12,409241.34,34
Karl Boys,1952-02-08,868110.07,39
Michail Barlie,1960-05-23,73478.51,44
Colby Straughan,1975-09-08,733893.84,39
Aridatha Henricsson,1969-07-21,371153.21,8
Jude Litster,1965-10-19,416376.07,31
Bryana Gusney,1960-03-29,494688.01,30
Ephrayim Fulun,1985-12-02,212718.78,5
Tobe Gratrix,1976-07-12,614890.16,37
Rebekah MacAvddy,1993-02-22,13875.45,31
Nikolas Burmingham,1975-02-06,444288.13,18
Kasey Ceaplen,1967-04-22,18714.11,26
Ivett Mattosoff,1998-04-16,877196.22,15
Cherilynn Denge,1998-06-22,597730.0,30
Gunther Legh,1981-06-15,685069.55,18
Cindelyn Simonett,1957-02-27,452485.07,49
Sarina Esposi,1993-01-26,8948.17,1
Octavius Coda,1967-05-09,933793.84,37
Natty Bowfin,1991-01-26,655231.27,25
Igor Farfoot,1990-10-21,127898.35,37
Noella Mallon,1952-12-10,305553.0,17
Dunc Radmer,1984-06-19,607210.0,41
Matty East,1991-11-12,752565.04,7
Gerda Pentecust,1979-05-14,427933.01,33
Philippine Barense,1994-10-22,610580.34,50
Kristyn Cowl,1973-06-05,292646.35,46
Dominga Rodder,1953-10-27,597922.23,22
Gelya Paladino,1988-10-11,777049.45,46
Dayle Lyosik,2000-07-28,63792.69,1
Mahmoud Summerhayes,1964-09-28,204643.87,31
Rodie McHugh,1984-11-10,978281.74,37
Herbie Crowest,1991-03-19,93421.45,34
Elsey Bottelstone,1991-03-29,284788.33,49
Coleen Crane,1958-04-12,678106.05,41
Brannon Calvard,1979-08-26,210062.61,12
Feliks Lunam,1977-07-25,772905.88,43
Betty Linde,1956-09-14,717376.04,31
Cirillo Martusov,1977-04-20,547292.67,43
Raleigh Skrine,1979-09-07,715605.41,13
Avie Thecham,1994-08-14,721051.18,9
Saxon Wrightem,1995-07-09,207593.04,14
Melisande Drewitt,1989-10-05,788817.67,20
Iago Clem,1971-07-14,229741.81,59
Portia Glyn,1994-10-01,217309.4,28
Cass Tripcony,1991-07-22,899412.82,7
Lev Corzon,1956-03-13,603361.73,6
Birgitta Alsopp,1951-01-11,547165.41,47
Jonathon Le Surf,1978-07-18,221317.68,26
Fred Avramchik,1993-12-07,279586.69,57
Andria Withrop,1983-07-26,807449.26,44
Cthrine Tevlin,2001-04-26,282902.87,36
Sanford Feilden,1982-09-28,680444.81,57
Elvira Hoppner,1960-08-24,773477.19,51
Norby Ismay,1986-12-16,96120.4,9
Cordi Iorizzo,1959-03-03,673573.4,14
Janot Meaker,1954-02-03,959012.74,26
Devonne Fahey,1966-03-07,585188.13,42
Sidnee Cripwell,1982-04-02,808791.0,41
Dita Pauly,1982-07-04,822322.24,24
Ruby Abbe,1976-08-07,751694.68,29
Lorrie Whenham,1957-11-12,129644.86,11
Jewell Kynastone,1992-12-29,223157.28,50
Steffie Alcido,1983-05-06,161064.62,48
Cloris Castagne,1982-07-16,511334.95,38
Lucita Urry,1957-04-17,395180.15,33
Niven Cleary,1990-07-13,294987.3,52
Konstance Faircliffe,1980-08-20,253438.21,2
Barb Burk,1992-03-31,832054.58,59
Heinrick Petto,1952-09-04,854084.48,23
Bartel Josland,1991-09-30,570308.64,4
Neel Snelgar,1993-11-16,342094.28,53
Nowell Accomb,1965-03-24,193520.01,55
Gretal Yokel,1953-02-28,976413.86,7
Kaylyn Duff,1958-12-21,102310.39,44
Barry Monck,1969-11-03,748528.14,45
Corine Kadd,1951-10-25,992910.16,31
Lacy Edmed,1994-08-20,744801.39,16
Earlie Mathias,1985-06-06,503425.98,27
Melisande Cocker,1999-05-07,808298.25,53
Leta Mongeot,1976-12-05,284837.3,2
Armin Sawkin,1971-12-30,964633.22,5
Estell Legonidec,1971-04-25,766501.3,3
Alleyn Harbor,1971-08-19,848525.74,12
Demetrius Nannoni,1974-02-14,516699.92,39
Luelle Lisamore,1972-03-20,820110.25,22
Helga Sirrell,1970-01-03,709177.99,1
Robin Burgher,1961-10-21,860938.37,20
Elton Burrell,1964-02-22,994973.03,20
Stacy Gray,1979-01-10,972194.32,4
Alphonso Kempshall,1972-02-12,176839.68,23
Roberto Rowcliffe,1975-03-25,840472.84,23
Zaccaria Marshman,1953-09-04,72878.79,52
Daile Hendrick,1974-09-21,554840.04,37
Lowe Craxford,1952-02-02,547097.0,5
Kaspar Hendrick,1972-09-17,248390.0,53
Gerick Brittin,1989-12-19,347161.2,7
Uriah Davitashvili,1975-09-21,57451.39,8
Danya Spalton,1986-02-15,640451.73,20
Emiline Bowshire,1993-01-31,610468.58,7
Manda Lamburne,1952-10-24,580624.95,34
Bridie Brigham,1964-10-26,398288.05,7
Laura Bernhardsson,1960-10-05,119387.41,6
Mei Jakov,1963-07-22,589992.41,48
Marchelle Tripean,1976-08-14,430427.41,10
Isaac Sawell,1963-04-09,69457.36,9
Marleen Sheppard,1996-11-26,251269.66,29
Gerry Crossley,1986-12-07,592101.4,24
Lucita Courson,1999-08-04,22087.11,16
Jemie Pickring,1953-02-24,821856.45,58
Viole Whimp,1956-04-24,366080.82,5
Reinaldos Olenin,1967-12-27,396347.89,60
Glynis Miguet,1998-04-13,905998.51,14
Shelbi Matzeitis,1994-09-22,289356.76,3
Moss Balchen,1993-04-28,523526.28,52
Elset Di Francecshi,1995-03-22,578970.0,27
Celestia O'Devey,1987-12-14,887290.95,28
Brennen Guerrieri,1991-06-29,696623.05,43
Alfy Hassent,1955-12-09,204443.61,20
Wyatan Whellams,1970-05-14,442505.6,41
Kimberlyn Camilleri,1986-10-29,649062.07,4
Lesya Tanguy,1990-11-12,275429.1,22
Almire Ivermee,1987-05-18,692456.15,24
Gare Dismore,1990-03-13,229289.0,48
Jan Wenman,1969-01-24,231961.31,57
Barri Switland,1990-03-23,705747.19,2
Quint Fowley,2001-03-07,847493.13,8
Imogene Naile,1980-02-22,861920.12,26
Blakeley Backe,1986-01-04,632776.29,17
Marlowe Kneeland,1975-06-22,919554.49,40
Teddi Beetham,1960-12-03,44634.25,47
Muffin Jesse,1977-03-19,48945.98,43
Elissa Iacomettii,1982-04-07,738668.63,43
Silvanus Suett,1980-09-21,692174.55,39
Laurette Franses,1970-04-24,313566.77,15
Elmo Van Baaren,1999-10-20,455700.8,59
Otes Stivey,1977-06-04,550634.34,30
Katey Warbeys,1982-01-31,874649.0,18
Enos Kemsley,1961-10-02,253379.09,49
Lotte Crawshay,1962-09-11,644724.74,4
Clementina McVity,1997-06-28,563651.97,55
Averil Cicconetti,1985-10-09,321087.89,14
Cassandre Ox,2001-06-23,333959.1,20
Ben Eshmade,1968-12-19,340528.56,11
Cordelia Abyss,1963-05-22,515243.55,53
Maurise O'Brian,1993-11-18,690001.74,46
Lonna Lightwing,1993-05-20,175679.31,55
Griffith Lockey,1962-01-28,143134.88,23
Hyacinthe Spellecy,1988-12-31,53315.13,13
Clair Bendixen,1982-06-25,21429.84,4
Barret Tillot,1964-05-04,802635.0,39
Torrey Fearick,1954-01-17,256046.85,45
Debby Berre,1987-06-21,658482.18,47
Romain Danbye,1970-08-22,555887.87,27
Alyss Sugg,1971-07-28,908232.38,33
Dawn Ninnoli,1982-12-12,527305.65,16
Deborah Gye,1995-07-25,633752.58,10
Humfrey McIlwrick,1988-08-18,6455.76,49
Gwenneth Busfield,1995-04-10,812681.51,10
Kaia Korneichik,1991-04-16,159650.3,39
Jeramie Erasmus,1966-12-28,679105.88,23
Alethea Dreakin,1952-10-24,498853.19,22
Osmond Bann,1967-11-29,432439.62,21
Pietra Kelston,1954-04-23,196305.77,44
Aron Frayling,1997-04-20,747556.29,2
Yolane Lethardy,1971-04-05,216547.12,21
Luella Timewell,1972-09-05,812087.53,10
Trudie Frawley,1974-12-30,356627.91,54
Alexandr Aloway,1972-11-22,597714.82,50
Randee Bourrel,1973-05-29,99511.53,52
Gretal Beecheno,1962-03-01,576962.19,42
Krishna Carde,1992-10-12,500244.73,2
Dyan Whatley,1957-06-21,54757.26,35
Zane Hendrick,1991-12-12,771482.35,2
Cissiee Outerbridge,1988-05-21,383176.04,52
Georgena Lourens,1958-01-18,342267.97,39
Ashil Glenfield,1966-03-04,909727.01,48
Gibbie Langston,1965-02-09,356919.42,26
Bartolomeo Libri,1994-10-01,928241.38,9
Micky Scoullar,1957-02-28,674051.3,37
Malanie Pratt,1990-05-05,502474.5,38
Duffy Coneau,1968-03-02,993762.54,16
Lorianne Aspinal,1964-10-29,259113.56,56
Scot McKenna,1974-12-31,738081.03,50
Coralyn Royden,1968-12-26,915367.19,16
Milli McQueen,1955-04-23,918344.66,22
Blanch Leirmonth,1989-04-04,740317.46,6
Lanny Munnery,1955-05-04,61129.46,26
Barret Stephenson,1952-06-16,782157.2,49
Oliviero Iacomini,1966-07-16,402563.87,16
Olivia Bamlett,1984-01-02,765120.61,59
Fredrick Dobbing,1988-02-25,363399.64,28
Walsh Popple,1997-08-29,241460.82,37
Dalli Haward,1954-04-18,171352.47,14
Gretal Bentzen,1963-02-18,542446.28,16
Way Seifert,1998-09-12,260404.02,6
Fraze Mulvaney,1984-05-01,378170.63,57
Teddi Heninghem,1991-08-03,331954.66,25
Clerc Stennes,1972-07-23,333358.9,17
Arte Scrauniage,1965-07-18,713275.64,44
Diarmid Thurby,1972-06-23,508920.57,22
Odell Wickwar,1992-04-22,217547.05,56
Megen Boyson,1998-11-17,853253.0,35
Jackelyn Rikel,1968-05-20,272416.3,45
Ave Reynolds,1986-10-02,255271.77,55
Consalve Jaxon,1985-11-06,829858.73,25
Paco Kerkham,1960-11-03,915908.41,54
Sandie Shelbourne,1989-06-15,684440.27,27
Chase Buist,1968-06-29,652864.71,49
Hi Hacquel,1989-11-17,440882.97,6
Wynn MacGowing,1974-07-15,328898.78,33
Jacintha Klimsch,1986-04-30,903222.6,20
Wald Battisson,1962-06-20,649428.0,5
Moises Conrad,1966-06-04,139419.65,59
Meghann Fowkes,1964-03-21,783756.68,7
Maddie Rosell,1988-11-10,362012.67,51
Shelby Tarver,1993-05-17,396690.96,55
Rosene Dedden,1954-05-18,346196.35,12
Gale Salzburg,1997-10-28,696819.47,34
Carmel Haswall,1953-06-02,82745.31,32
Shep McCarroll,1987-07-09,637757.24,11
Almeria Forbes,1957-06-30,107285.71,3
Rora Petera,1981-07-26,103339.8,52
Sibylle Kiddey,1971-09-17,310404.55,49
Zach VanBrugh,1972-02-01,444266.01,39
Ariel Ourtic,1973-12-04,943647.82,38
Waldon Pundy,1989-11-26,5801.25,57
Tiffanie Pollendine,1964-10-20,51340.97,52
Baron Poupard,1962-03-23,530581.08,39
Melisande LAbbet,1989-06-17,917671.12,35
Prescott Lade,1955-05-12,776571.89,42
Mollee Malyan,2001-08-09,20031.46,5
Reinold Arboin,1984-03-27,727455.76,52
Melitta Ridesdale,1993-01-19,571039.26,59
Kalina Zanetello,1990-09-19,543091.22,23
Anna-diane Girardengo,1971-09-07,559314.56,10
Ward Bunting,1971-08-05,938626.87,14
Harri Haile,1969-09-18,908771.15,45
Keelia Cano,1965-01-21,912963.64,51
Ingamar Brickwood,1996-12-20,140713.73,51
Dolly Ziems,1960-09-01,837325.46,27
Brigham Marcinkus,1951-08-05,428745.43,8
Elita Olsen,1998-06-19,287368.19,46
Nell Arent,1991-06-20,932101.44,37
Christoper Musker,1987-10-30,734509.58,16
Tyson Zisneros,1972-11-07,309622.69,48
Hebert Ducarne,1985-06-11,368694.65,5
Tabbatha Dunmore,1985-05-16,932247.29,22
Corri Hynam,1995-04-10,887880.83,8
Todd Roxbrough,1963-05-14,10494.78,39
Leicester Crosham,1954-04-05,374006.83,28
Marvin Pickover,1963-12-16,310155.47,51
Robbie McKennan,1990-11-14,807103.3,35
Sherye Baxter,1959-12-08,569044.4,56
Christian Tinmouth,1988-10-04,463604.66,54
Cordey Jancik,1988-08-21,115030.77,12
Herbie Dessant,1979-12-08,782154.01,45
Petunia Rubinchik,1986-07-11,274612.45,6
Antony Ingree,1965-12-17,513904.1,41
Aimil Northcote,1995-08-10,325575.29,59
Corrianne Ledrane,1987-07-25,870677.14,54
Catherina Pogosian,1991-11-18,455904.53,15
Francoise Bullock,1998-05-18,536348.6,31
Chere Ewebank,1951-03-01,767761.46,57
Adda Rossey,1994-03-25,788515.94,60
Mellisa Bendan,1974-08-24,434489.29,6
Felice Langlois,1987-03-13,160910.75,27
Rollin Rembrandt,1961-02-16,628002.25,3
Rafaelita Sakins,1984-09-17,466974.53,16
Adolphe Niave,1970-06-04,685694.06,47
Graham Forkan,1966-07-09,394331.73,49
Dulcinea Berzen,1985-06-15,513675.25,38
Cate Liddicoat,1983-05-22,781155.41,59
Norry Boyton,1950-11-07,374131.25,19
Cordelia Orrocks,1996-10-22,563495.02,47
Corbett Oleksinski,1962-08-26,680556.16,50
Duffie Giraudat,1991-05-08,647519.65,32
North McConigal,1982-11-28,736898.64,11
Griffy Beever,1984-09-17,464957.53,44
Oriana Pye,1964-01-09,734233.0,36
Hailee Peterson,1975-08-13,18119.61,43
Matthew Murrum,1974-06-15,61803.34,17
Heddi Sharples,1999-04-16,530045.79,39
Alister Wedderburn,1981-03-24,747964.81,37
Roanne Simpkiss,1984-10-18,135014.05,29
Jerad Dudlestone,1981-12-13,800824.73,27
Malynda Acedo,1988-09-21,221545.91,54
Ilysa Crawforth,1958-07-06,233790.55,44
Eustace Tortice,1984-03-21,626513.13,13
Denver Comley,1988-11-03,385495.42,30
Benson Jedrzejewicz,1987-02-19,525846.0,59
Anabelle Mugford,1996-01-24,583549.63,12
Ced Torald,1963-06-25,569388.2,57
Dede Heilds,1991-11-14,522068.36,24
Yank Kunz,1993-04-24,937399.72,34
Phaidra La Torre,1975-12-22,98783.93,6
Ado Southorn,1973-09-01,207453.79,53
Allison Uebel,1971-05-01,950053.79,49
Randee Giraudo,1956-03-21,853318.8,56
Nevsa Routley,1979-05-29,667538.12,57
Emmye O'Glessane,1960-09-20,231591.61,12
Jaye Roony,1964-01-19,69994.12,33
Daile Turnor,1958-10-09,153539.17,29
Nathanael Keynes,1950-11-28,630687.07,44
Adolf Clackers,1964-11-10,944916.63,52
Forster Keward,1989-03-03,869520.67,3
Barney Ridwood,1968-07-31,257520.9,19
Gerri Schiefersten,2000-01-21,850030.13,11
Chelsae Rowbottom,1998-09-14,305445.11,34
Zorah Danzelman,1976-09-10,396703.4,40
Maury Kegan,2000-06-23,217721.32,1
Darrick Dudson,1984-05-16,791196.0,21
Berny Drewry,1989-03-06,925059.47,29
Lodovico Rosell,1983-12-05,689028.16,55
Freddie Langdon,1979-06-30,994586.04,14
Wallie Denyagin,1968-11-23,667287.48,17
Lissie Eddie,1956-02-10,416409.01,45
Benn Stainton,1998-11-14,855042.83,21
Andra Dallander,1983-06-30,87592.36,19
Avril Glader,1957-11-23,628388.56,31
Bernadette Ginnety,1966-04-14,453818.43,36
Noella Trounce,1960-01-17,614683.52,4
Vivienne Treadgold,1953-12-04,58508.48,33
Pietro Eaken,1996-07-21,980379.86,34
Lari Melledy,1990-03-31,475517.94,24
Konstantin Lintin,1971-01-07,532674.78,20
Chip Scholar,1962-05-30,226639.74,11
Mallissa Pitt,1962-01-04,142492.38,8
Bertine Keling,1994-08-12,574716.15,57
Bonny Plak,1997-08-04,223799.49,37
Mick Benjamin,1992-02-21,523161.69,11
Kirby Coldtart,1958-03-22,853192.46,27
Boycey Routh,1987-10-29,841664.19,6
Brade Uttermare,1969-04-11,532897.72,38
Rosemarie Dobrovolski,1961-03-24,908940.4,47
Tiffy Clew,1981-03-10,253305.12,30
Danita Rudeyeard,1958-07-02,625680.46,13
Adrianne Borborough,1981-01-19,72438.85,47
Janna Foy,1976-04-24,497056.94,14
Kelcie Commucci,1990-08-14,207586.5,32
Briana Corbitt,1970-04-04,411079.39,52
Holly Dyke,1960-12-18,709452.61,21
Reynold Castles,1987-12-24,879139.21,38
Caty Sangra,1986-03-31,860393.13,2
Thea Hedon,1993-04-12,706952.57,35
Doti McCluney,1966-04-12,902181.52,18
Terrye Ipsly,1981-03-19,839559.73,8
Pammy Ardern,1963-01-19,988516.25,31
Misti Sehorsch,1992-12-26,726444.14,60
Jamima Roberts,1972-05-15,391316.75,40
Halette Ismirnioglou,1994-10-04,7711.32,38
Fawnia Klainman,1999-11-27,616998.05,37
Lorraine Keuning,1983-11-06,208870.83,60
Shela Raymond,1983-04-30,367242.4,24
Rosmunda Burlay,1986-09-02,942570.2,46
Anne-marie Soigoux,1963-01-29,791892.49,16
Yvor Sommerfeld,1962-07-20,850781.1,34
Andi Anetts,1965-10-15,8020.15,20
Bartie Jillis,1982-07-05,135471.9,44
Virgina Kenright,1999-12-19,829566.19,5
Colene Alenichicov,1983-08-28,711536.23,9
Juliana Harme,1998-10-24,35113.55,51
Daniela Rowdell,1970-08-31,596290.0,7
Gar Ordish,1975-06-03,704261.3,5
Gianna Seiler,1988-11-30,829556.27,14
Lily Dominy,1967-12-15,371742.29,40
Tomasina Vergo,2001-04-02,91890.58,29
Marv Fishly,1994-04-29,109949.07,30
Harlen Bannell,1957-01-15,995748.93,13
Lew Iacovelli,1967-09-30,849108.93,56
Stephie Landers,1989-11-10,659991.19,30
Rozella Beedon,1975-02-10,177333.76,10
Vincent Eliasson,1959-10-14,178620.79,32
Yetta Pinch,1989-01-30,655064.31,16
Margalo Shawell,1960-07-31,431768.15,17
Edgardo Kynman,1964-04-12,893210.86,51
Idelle Ruzic,1958-06-18,6030.33,49
Demeter Farrah,1992-01-29,817518.0,3
Lisetta Kingsnorth,1965-11-23,636306.59,28
Franky Hargreave,1970-06-01,359922.91,45
Kyle Ponton,1986-11-08,812261.59,34
Dalis Mowday,1954-05-25,572243.0,4
