Nickey Haugen,07/09/1997,16288.72,24
Gwennie Smewing,22/03/1976,58771.89,30
Lukas Plumbley,06/03/1974,80009.97,36
Row How to preserve,23/05/1990,43773.87,28
Seamus Koch,11/11/1984,22430.6,54
Jeanette Hurcombe,09/06/1980,89655.01,9
Jocko Featenby,16/08/1994,54849.93,8
Hal Joscelyne,27/05/1977,75046.06,55
Tersina Ellings,15/08/1983,57823.14,48
Vivienne Kestell,14/04/1982,91098.64,60
Guinna Kemmey,01/09/1988,12024.03,33
Cheston Dewhirst,28/12/1987,57070.97,16
Gunter Ricciardo,31/12/1989,59715.83,28
Reinwald Weeds,23/12/1982,76014.7,41
Rutger Pylkynyton,29/08/1990,68393.45,26
Tan Smithies,11/09/1987,61930.19,52
Meriel Fomichyov,29/02/1972,47589.59,37
Eddy Biddles,17/10/1977,66960.52,50
Eziechiele Pudsall,05/03/1993,83786.15,24
Zorine Booley,14/09/1993,25971.55,29
Glyn Fetterplace,15/11/1983,79491.76,33
Stern Leggett,19/01/1998,13458.05,19
Simona Fryatt,21/05/1981,24952,25
Simonne Jerman,04/05/1977,83053.21,45
Cynthie Cuttell,02/03/1991,13374.51,55
Penny Leglise,11/01/1988,22500.79,13
Ole Moralas,19/04/1995,1778.83,47
Locke Maccrea,20/12/1971,94414.53,18
Mommy Crady,05/06/1995,90057.18,47
Freddie Swendell,15/04/1996,85243.11,2
Abbey Enos,23/08/1990,7537.53,8
Jedidiah Calder,26/03/1991,43414.58,42
Trstram Grimstead,04/07/2000,36498.47,57
Daron Kolakowski,18/11/1999,50421.69,23
Merle Miner,10/08/1989,62510.73,30
Terry Tinton,21/10/1982,24886.4,28
Kingsly Quarlis,18/11/1998,60835.27,31
Erda Stowgill,21/10/1980,47247.26,26
Melany McIntee,29/05/1989,67374.51,56
Geoffry Ortner,23/02/1976,84348.69,6
Persis Gear,03/12/1998,2598.42,1
Nady Athey,27/12/1987,75000.9,5
Neile Charer,06/07/1973,34011.08,21
Leeland Thompsett,22/10/1974,47890.36,38
Shayla Mitchenson,20/08/1999,27115.84,31
Roderic Carl,21/11/1991,61349.78,51
Roana Claypole,22/04/1979,34805.5,58
Nannette Roughey,14/04/1975,88225.64,6
Hermia O'Grady,12/08/1994,85220.88,26
Brant Seton,21/08/1977,56262.45,30
Maxi Sutton,04/03/1991,47707.94,17
Koral Sarten,21/04/1988,71577.67,23
Sherm Guerrieri,12/07/1987,75799.44,40
Fabian Brimson,17/01/1979,72233.29,5
Kareem Bofield,30/08/1985,919.81,48
Raeann Scarce,02/12/1994,40590.03,59
Dun Chapple,13/05/1996,25395.32,13
Alistair Hatfield,05/09/1972,46105.16,4
Lee Gawthrop,07/12/1993,29244.46,23
Malinda Mingard,19/03/1984,16265.01,25
Tiffie Sterry,15/09/1974,67755.84,37
Thaxter Meneely,27/05/1997,61445.5,47
Kevon Hodges,15/05/1990,14964.04,33
Ax Bechley,19/10/1996,42431.55,16
Eward Dangl,23/10/1981,96054.59,6
Yolande Burras,04/12/1977,80894.2,18
Terry Goodwin,29/10/1982,90225.11,41
Katalin Stepto,13/04/1986,88653.88,5
Trevar Dummett,04/08/1993,64347.2,18
Blondy Longland,12/08/1976,2444.88,39
Orville Beteriss,15/05/1991,86479.7,40
Bobette Lainge,02/09/1983,4541.23,33
Fan De Coursey,30/01/1993,50539.58,21
Corri Alvey,29/11/1997,33154.46,18
Richie Ruthen,25/06/1996,37880.1,5
Raven Rayhill,31/01/1986,15898.92,57
Cassandre Newberry,25/08/1989,8482.78,29
Chrysa Gisbourn,25/01/1996,50515.26,33
Isacco Wrassell,15/11/1997,11847.02,45
Dagny Simonite,10/12/1997,62212.03,22
Cinderella Openshaw,15/06/1986,53445.59,3
Suzanna Pabelik,08/12/1989,84449.55,10
Freemon Hadlee,03/08/1977,58378.68,11
Dannie Van Arsdalen,24/11/1989,60171.71,59
Edeline Chopin,01/08/1986,36023.55,17
Cecily Pitrollo,15/05/1987,48235.54,15
Pat Kleinfeld,06/03/1996,8508.51,3
Ashien Brinkworth,15/11/1979,1637.56,45
Ashely Thorpe,01/04/1985,49918.21,26
Goldy Bramo,04/02/1995,16799.24,43
Eileen Killoran,19/10/1977,72958.01,20
Michelle Firks,15/07/1989,77459.48,49
Earl Rizziello,25/11/1989,5619.83,58
Sutherlan Davidde,26/07/1979,41570.69,19
Wallis M'Quharge,30/10/1994,85659.38,50
Esta Antonomoli,22/07/1995,27720.07,46
Emma Vassel,30/09/1971,57554.66,40
Dorene Krochmann,27/08/1986,44220.89,57
Merla McKane,06/04/1992,68815.64,58
Tori Oglethorpe,22/01/1996,1649.4,40
Webster Puttnam,16/08/1988,10103.84,33
Blake Godfrey,18/11/1996,69701.83,40
Margery Hounson,05/04/1991,61746.93,29
Petunia Gunson,17/07/1987,7203.84,31
Trix Cullinan,02/05/1974,56346.86,14
Tore Ilson,23/09/1972,90306.67,59
Claiborne Phelipeau,17/03/1996,28762.83,56
Alayne Paver,14/10/1988,92170.74,42
Hermie Housen,27/06/1973,31373.8,18
Philomena Vignal,06/01/1997,6034.73,30
Arliene MacSween,07/02/1983,36165.51,7
Simmonds Sibthorpe,29/03/1988,21028.98,34
Consuela Aggas,03/12/1982,9488.5,17
Tamiko Ribchester,29/09/1992,93760.99,27
Neron Jewar,21/04/1980,78151.98,42
Teodoor Guyers,15/02/1989,68498.74,28
Crystie Windas,19/01/1985,84891.72,1
Aggie Overill,02/11/1989,94289.73,22
Cole Gegay,25/04/1990,18552.58,51
Minnaminnie Windrass,11/01/1996,91502.38,25
Elsey Diemer,06/09/1994,24896.5,12
Melisse Satchel,25/06/1978,67387.68,2
Rich Winscum,20/09/1978,29111.31,60
Sissy O'Skehan,16/10/1999,15548.08,48
Alis Winsiowiecki,18/06/1984,7842.1,50
Abbe Kender,22/10/1982,49646.09,50
Myrle Jepson,24/04/1984,21385.99,53
Eleanora Pethrick,23/03/1978,53408.27,36
Luz Lintill,07/01/1978,58505.84,55
Lynette Lantuffe,28/09/1987,95218.85,52
Kienan Keough,20/04/1983,4605.92,11
Lyn Douce,24/06/1994,60124.61,20
Lexie Celle,17/03/1977,84533.28,54
Jose Grayson,20/03/1999,91280.3,53
Winna Dysert,09/08/1984,30535.03,52
Barnebas Tapley,11/07/1983,92135.85,36
Tab Bruff,08/11/1982,44846.25,6
Oralle Colquit,23/04/1981,79566.16,14
Nicolea Hessenthaler,27/12/1978,67037.44,25
Thelma Popov,04/03/1983,36497.29,28
Sybila Gheeraert,14/02/1999,24084.26,58
Witty Zavattero,06/08/1973,5993.04,10
Kevina Breinl,02/07/1981,13725.07,50
Kenneth Kilsby,15/03/1978,49120.9,35
Dani Keddy,08/01/1989,51056.61,21
Jeanne Seston,24/03/1983,91715.04,13
Shoshanna Landsman,02/06/1980,93442.67,16
Nelle MacKonochie,07/02/1995,97639.29,33
Ilyse Diggar,25/05/1996,92732.95,40
Enrica Kaas,01/12/1983,18070.47,42
Karyn Petrushkevich,17/04/1994,64492.07,55
Arvy Cranstone,15/06/1994,28199.8,37
Darcie Gilroy,06/07/1975,67511.12,38
Janeczka End,08/04/1981,52336.25,36
Reba McGeown,18/04/1990,8377.85,24
Brianne Haslum,05/09/1984,9215.3,10
Tedman Fulton,24/04/1975,18961.08,41
Ernesto Sealand,09/08/1988,51468.33,20
Jefferson Helm,15/10/1998,11056.77,32
Dugald Menicomb,21/03/1996,46844.43,57
Pollyanna Mechic,13/05/1993,48321.79,26
Skell Garnam,09/05/1996,77808.17,37
Kirsten Kelsey,06/08/1997,41434.98,45
Margarete Dorie,01/06/1972,76976.05,49
Clay Greydon,21/08/1998,50006.16,52
Magdalene Hamal,29/09/1976,38664.86,19
Shir Orwin,10/05/1972,88905.53,7
Patrica Hallan,11/12/1973,64228.87,26
Eula Battill,21/06/1997,53657.03,5
Freeman Safhill,04/02/1991,41084.6,21
Florri Stang-Gjertsen,15/09/1993,4232.9,60
Galvin Toon,07/11/1972,89905.98,17
Barbabas Cruz,09/11/1987,69908.49,5
Tibold Blodget,01/05/1974,89642.69,34
Ami Setterfield,26/10/1991,42046.3,37
Daron Cunnington,19/08/1987,61201.17,32
Orelia Matiewe,24/10/1971,76188.73,18
Yolande Pepys,24/09/1974,61398.52,2
Cheri Walcot,11/01/1981,73029.91,40
Yovonnda Tolerton,20/09/1981,82628.38,5
Fidela Frearson,08/10/1991,15120.77,28
Brennen Rampley,04/11/1977,51703.84,42
Fern Eamer,28/07/1978,55354.42,34
Alberto Boleyn,28/08/1993,79244.66,39
Leela Agastina,16/03/1983,76840.61,60
Arleyne Twiname,16/03/2000,29220.79,16
Peder Mitchel,01/12/1988,96101.09,18
Junette Bosward,29/06/1978,23076.12,46
Ermanno McCathy,10/07/1983,40457.16,10
Roxi Goosnell,23/03/1995,41513.87,22
Matilda Greeves,10/01/1998,29637.13,26
Chadwick Oller,05/03/1992,48297.14,14
Persis Dumberell,25/08/1976,44867.82,30
Trix Maplestone,22/01/1984,2928.22,6
Madalena Espadate,27/03/1978,80614.57,56
Richard MacGuffog,04/08/1978,97893.58,31
Rodi Skayman,27/10/1987,91750.29,1
Collie Pottell,17/08/1991,90930.56,39
Peggie Glasson,04/03/1994,66535.92,60
Stefa Vile,18/09/1992,25673.8,19
Ailee Romanin,09/01/1986,30605.81,10
Meryl Hendrik,12/12/1991,25026.34,55
Mickey Thrustle,11/02/1980,20970.23,46
Tymothy Jowett,22/02/1991,78232.94,51
Mikaela Checklin,26/02/1983,6492.79,49
Erasmus Maughan,01/11/1998,74144.25,4
Grier Taplow,06/10/1996,11609.11,10
Trstram Dun,02/01/1982,23108.16,10
Rabi Dudgeon,24/08/1992,6258.95,8
Hestia Bes,02/09/1976,65919.96,9
Thomasa Blagden,28/01/1989,37437.99,11
Nathaniel Burbury,13/04/1988,33907.93,35
Minnnie Dorran,06/02/1999,77335.18,53
Brina Luce,05/09/1980,64842.38,49
Paddy Haddick,07/01/1982,91527.22,34
Maximo Itzhayek,05/08/1995,46958.7,43
Letti Bland,07/10/1981,65609.19,29
Sascha Del Monte,16/02/1995,8241.52,0
Gusella Woodcroft,25/12/1997,71122.24,45
Norine Checketts,16/03/1986,17971.42,54
Tailor Lazare,28/04/1978,85831.41,59
Silva Seavers,06/03/1974,97510.04,5
Constantino Fernan,07/02/1990,25439.48,54
Harcourt Heugle,16/08/1986,6543.44,53
Arlena Anthon,28/07/1996,41182.35,21
Neda Cuff,19/06/1997,17842.2,25
Clare Labram,28/04/1992,69666.81,52
Morgen Santostefano.,04/08/1997,12880.14,1
Loren Adao,15/09/1989,15901.16,57
Tiebold Mowbury,20/07/1993,45830.92,41
Ivie Tesh,31/01/1974,29246.06,1
Ruthann Yurygyn,02/09/1991,36818.98,12
Earvin Dunphie,16/10/1976,20479.79,40
Eachelle Trounson,04/08/1992,39383.35,40
Hirsch Oxlade,20/12/1974,6341.83,13
Nannie Threlkeld,22/01/1974,72234.39,31
Olympia McInnery,07/12/1992,17597.63,30
Lemmy Margaret,20/09/1994,25053.73,31
Katherina Faucett,09/03/1998,73905.66,19
Genovera Barsam,20/03/1988,46838.37,22
Lesley Gumb,25/06/1995,35019.6,20
Virgil Jerger,30/06/1988,59973.36,44
Boigie Hoggin,23/08/1984,26992.21,16
Janaye Alderson,03/03/1979,31323.74,44
Hubert Knappitt,08/11/1985,88060.02,54
Jim Guenther,05/01/1996,90039.11,23
Nissy Wyldbore,13/04/1974,43517.03,4
Carlene Dimblebee,27/10/1990,81867.03,56
Yurik Collecott,12/11/1996,20110.19,2
Perry Bannon,18/03/1991,95886.36,40
Paloma Tidbury,10/10/1987,55206.26,41
Merrill Goley,09/06/1988,21657.28,31
Man Grogona,14/08/1998,11334.06,48
Torie Whiscard,20/10/1999,98958.37,36
Faydra Gladebeck,12/09/1977,64490.94,29
Phillipe Fundell,07/05/1991,168.63,2
Olympe Gonnel,13/05/1972,69609.29,2
Griz Goosnell,28/03/1996,98329.34,33
Kellen Sterke,10/03/1976,26957.12,19
Keely Fullom,25/09/1999,82770.03,47
Ricky Wardingly,02/08/1973,17126.02,11
Letisha Ramel,04/08/1989,49866.36,45
Vincenz Colman,18/10/1972,85289.3,4
Gennie Brussels,24/05/1984,33306.17,14
Zoe Drakeley,24/07/1972,17363.23,0
Alma Parcall,09/01/1983,91905.26,44
Bronny Tegler,12/07/1976,4268.01,8
Gilligan Winser,21/09/1975,5985.41,20
Abby Franc,02/11/1980,7215.57,8
Neville Alderman,05/03/1996,15984.38,27
Patricio Whittlesea,12/08/1985,92370.52,14
Marie-jeanne Holdall,12/08/1984,62010.36,10
Adda Huyge,29/10/1973,6218.03,37
Griffith Ambroise,10/03/1977,85242.19,53
Nert Tesdale,14/06/1975,49069.95,30
Gail Storms,02/12/1996,55142.2,32
Doria Maleby,09/05/1982,52348.61,18
Ethelda Turn,30/11/1977,78108.8,59
Robby Furze,04/11/1999,86938.72,16
Salim Habron,27/04/1973,25630.25,41
Marla Pounds,26/02/1987,7312.95,8
Berti Harmar,21/06/1992,37022.68,19
Aloisia Lefeaver,08/04/1978,18174.72,56
Etta MacKnockiter,17/06/1997,74860.75,43
Germayne Drissell,19/09/1990,22423.18,28
Ranice Hirtz,12/04/1998,45706,56
Lari Rubega,03/10/1974,5932.28,25
Justinian Ludgrove,23/08/1988,723.37,21
Murry Drysdall,20/09/1988,56710.73,0
King Musso,14/05/1978,67821.71,28
Caldwell Morby,13/03/1996,73904.56,56
Elmo Corradetti,12/06/1983,42969.88,47
Almira Aubray,03/11/1980,91539.23,24
Jourdain Alven,01/02/1978,88863.73,5
Ajay Spilling,24/06/1988,80069.35,42
Leena Inglesant,02/04/1985,11903.07,53
Ives Gullis,14/05/1993,40788.26,34
Cad Rosten,01/08/1990,25296.32,23
Fredelia Lindup,24/08/1999,65777.38,52
Milzie Mackley,29/04/1974,51672.66,35
Stewart Mulcaster,21/05/1992,82754.37,49
Claretta Lorkin,14/12/1974,21334.69,50
Rene Goodered,01/11/1980,38172.64,6
Gavrielle Eard,12/04/1992,82813.45,20
Rodd Durtnell,08/07/1984,66673.69,49
Herta Ray,15/03/1988,6762.49,36
Catie Billson,01/11/1974,42424.74,26
Billie Coleiro,03/01/1979,90326.21,30
Aldon Akeherst,30/01/1973,33517.06,33
Tiffi Ebhardt,30/09/1992,87447.96,36
Stearne Walrond,15/04/1995,39637.72,56
Rafaelia Botton,06/01/1979,85806.97,53
Steffane Geal,12/08/1996,57311.21,14
Rosella Burnup,18/03/1983,50420.01,27
Elinore Batecok,20/12/1978,37842.55,40
Tobin Wilacot,09/09/1983,52362.82,47
Marty McMahon,08/06/2000,15889.87,27
Grazia McGeechan,24/04/1980,24078.54,24
Vaughan Delahunty,19/07/1991,63108.79,18
Ardeen Josskovitz,28/08/1999,40115.21,55
Mela Stoggles,17/08/1985,12259.83,46
Kathryne Fettis,24/04/1997,26054.21,21
Ethelbert Bernardino,20/12/1974,19521.41,4
Ariana McTerrelly,14/07/1975,25671.57,42
Karlee Binford,27/12/1994,89447.72,26
Veronica Sturdy,25/10/1975,46493.91,47
Winonah Savine,04/09/1986,52385.42,4
Herschel Bostock,21/04/1986,91531.47,12
Cointon Le Blond,01/11/1972,61036.08,26
Zolly Pottiphar,04/02/1992,19105.91,26
Shepherd Dubbin,01/01/1990,51813.57,26
Pandora Wescott,09/02/1983,7277.86,57
Ancell McDuffy,29/11/1988,38456.48,43
Sutton Barham,01/05/1986,93111.01,32
Jania todor,12/11/1983,36509.8,27
Pasquale Ruffy,14/01/2000,83797.05,2
Dennis Ribey,26/06/1992,50845,29
Arv Burnip,05/11/1985,4078.51,35
Timi Manuely,15/07/1980,49163.14,11
Tyson Smeath,14/05/2000,15922.16,6
Efrem Priestland,06/06/1983,71783.12,3
Alvinia Gallacher,24/11/1981,77916.59,14
Mead Tuckley,26/08/1988,27427.02,25
Puff Deverell,09/06/1995,4530.07,34
Karna Plante,23/01/1987,46454.02,29
Blanch Challis,21/01/1978,77669.14,3
Addie Francecione,01/11/1996,29508.83,15
Isis Guy,09/03/1979,9610.36,54
Thacher Rallin,12/05/1979,68833.54,28
Farlee Soper,29/06/1972,36436.28,23
Cale McGowan,30/03/1994,97362.9,9
Ibrahim Gabrieli,02/05/1981,98296.77,37
Melodee Gwalter,09/10/1980,51254.11,56
Vicki Van der Linde,09/12/1990,77096.15,51
Cad Brigstock,22/07/1977,68330.64,59
Tiffie Stolz,05/08/1975,23272.02,47
Jamison Trew,31/05/1986,53173.07,52
Debbi Rollinshaw,12/11/1986,39126.71,4
Aldwin Natwick,27/09/1973,71184.29,28
Evaleen Vannikov,18/10/1979,24607.13,27
Lizabeth Dimmick,26/06/1990,16283.74,22
Sherline Antonowicz,27/04/1992,98739.57,8
Marris Gerok,14/08/1977,64112.73,13
Jandy Gorke,17/06/1998,38768.15,51
Delphinia Kirsopp,04/04/1984,13701.44,17
Yoshiko MacAless,15/07/1993,30425.69,45
Violante Ciccerale,24/06/1974,54106.64,45
Cob Schrader,01/09/1988,97960.26,30
Josefa Brehaut,21/03/1977,94641.6,28
Lynnell Tratton,05/08/1979,51670.99,45
Bruce Swyre,30/04/2000,37059.99,0
Florentia Cazin,24/01/1980,81494.08,9
Zacharia Sergean,07/10/1985,33747.25,29
Trevar Trimme,19/12/1974,98506.48,49
Janka Digg,09/08/1986,33048.24,24
Sofie Vischi,01/11/1983,40599.82,34
Ferris Tenaunt,30/07/1999,81417.89,44
Manolo Shirley,22/05/1980,58577.81,29
Sidnee Cootes,12/09/1981,44338.16,53
Arlyn Fleming,25/03/2000,34925.67,21
Karmen Allington,08/02/1982,55368.33,0
Romain Hayton,04/12/1991,23425.67,28
Tan Skingle,09/06/1977,32477.2,38
Lynnelle Hawksworth,11/05/2000,39999.64,32
Fawn Varnam,22/02/1974,67470.37,8
Jessalyn Darthe,08/02/1980,12603.07,24
Farlee Kilbourne,25/11/1981,42499.4,50
Whittaker Dun,13/12/1991,77759.51,10
Guinevere Sleaford,14/11/1996,10465.45,28
Barnabe Hancorn,18/12/1979,36863.26,32
Blayne Swatridge,28/09/1979,64702.59,32
Burgess Lohrensen,20/10/1980,10833.24,44
Nikolaos Crebbin,06/12/1975,40215.94,20
Melany Heitz,07/03/1978,6115.2,36
Kristofer Borland,29/03/1998,80655.6,37
Charissa Hastelow,14/12/1975,66483.78,39
Shep Ludye,26/02/1997,46366.79,15
Vevay Tewes,11/11/1986,31017.63,7
Wendi Albro,30/07/1993,6203.04,60
Farica Goodenough,05/02/1989,18347.41,31
Nataline Trevethan,09/03/1987,51142.36,16
Weylin Macconachy,02/01/1974,91242.62,60
Zane Margaret,28/01/1994,92029.82,28
Tatiania Lethieulier,26/10/1977,59226.71,10
Paola Girone,29/06/1990,76694.56,49
Farrell Lapworth,20/04/1972,52561.39,23
Diandra Ellwood,25/08/1973,76852.38,34
Marla Benbough,30/06/1973,13645.3,29
Earlie Stickles,15/12/1971,18262.09,17
Anna-maria Scurlock,10/10/1993,49117.68,43
Ray Freyne,17/02/1974,86090.91,38
Rosy Draayer,25/02/1977,95993.49,44
Kippy Malenoir,23/10/1975,48400.76,1
Jacquelin Golde,07/02/1997,84623.64,37
Malchy Cleeton,26/01/1972,37767.95,3
Oates O'Doran,08/08/1992,65521.05,3
Vivien Lailey,10/03/1993,81147.49,32
Laureen Strode,18/02/1974,2692.91,32
June Dressel,04/02/1985,33268.66,0
Leona Meadus,02/12/1983,71034.28,12
Hashim Ruhben,05/07/1978,95638.07,33
Georgi Simonazzi,29/12/1986,10161.94,7
Benoit Avent,02/03/1977,52995.87,46
Sandor Kimmel,17/09/1994,26269.18,32
Tabbi Pickring,11/08/1998,43333.52,48
Mady De Mattia,18/05/1988,25342.3,15
Sabrina Spoole,17/01/1982,70653.19,44
Saunderson Servante,23/12/1979,1255.85,27
Carissa Theunissen,13/06/1995,67556.99,57
Starla Mitskevich,07/07/1998,98105.43,45
Ealasaid Dodwell,10/07/1979,315.17,6
Isidore Echalier,26/12/1983,82946.22,28
Reina Bales,09/10/1998,32638.67,40
Karie OIlier,05/02/1982,19814.63,52
Maxine Piperley,18/06/1980,47723.6,5
Quintin Medley,04/01/1991,31572.33,33
Sayres Harm,05/02/1998,45616.66,1
Meggy Kerin,12/02/1997,4716.32,5
Rudyard Mannering,17/10/1979,17094.51,24
Katheryn McClifferty,27/07/2000,6010.1,44
Mark Aberchirder,06/11/1980,79965.44,4
Currie Gurling,26/11/1975,21786.04,26
Lani Sowley,03/01/1993,80298.75,12
Arleen Rival,28/03/1978,61744.32,18
Nonah Toms,27/03/1989,50573.57,41
Clare Doers,01/02/1988,3111.2,49
Marla Lowrance,13/07/1997,63121.55,0
Herc Ivankin,12/08/1972,93479.84,9
Onfroi Olivier,04/05/1992,66605.21,2
Suzi Tomkiss,12/07/1991,76368.74,25
Lanita Exon,25/12/1972,50606.08,14
Colette Vaughten,22/07/1982,66208.27,45
Ivy Stirling,25/05/1986,4233.24,30
Walden McIlraith,08/09/1975,48732.36,32
Fabien Bodicam,17/12/1992,78317.06,50
Gabriele Romme,20/11/1998,31888.1,34
Nedda Shelvey,15/02/1981,95664.15,40
Normy Regan,31/08/2000,44244.45,49
Iver Bruggen,12/07/1975,99859.28,14
Vania Iacovazzi,14/06/1998,73013.71,47
Virgie Anger,10/01/1989,89480.03,19
Mab Gleadle,27/09/1995,78207.37,42
Matilda Mattiassi,26/02/1992,31840.16,23
Danell Brommage,22/01/1998,63016.18,33
Linnea Challes,19/03/1990,34850.02,39
Garey Riggeard,08/06/1990,83304.85,3
Shaun Eyam,15/11/1988,37500.35,32
Sarine Pavkovic,21/03/1985,93758.3,42
Kasey Bohlin,25/02/1998,41860.62,17
Didi Thomassen,13/10/1989,74040.49,14
Almeria Ladon,31/03/1981,53601.84,16
Gabrielle Carlos,31/05/1988,7426.22,3
Abigale Wilson,30/09/1994,68817.86,47
Aron Vear,07/01/1990,11759.63,36
Gaby Firk,01/03/1982,33917.94,22
Cheryl Hewertson,21/11/1997,17453.43,5
Catrina Kettlestring,01/10/1987,66336.37,0
Christiane Littlejohn,22/07/1978,20967.84,53
Harlie Georgeon,01/08/1991,38775.53,3
Mitchael Menchenton,14/04/1987,28534.09,50
Enrico Celloni,22/08/1995,54481.25,3
Nap Millthorpe,08/01/1991,93777.63,17
Oliver Aulsford,17/03/1989,79905.92,8
Hersh Gerin,04/11/1999,79434.82,31
Alard Willavoys,25/03/1975,15481.26,9
Eirena Trelevan,12/03/1989,4949.15,55
Kincaid Revens,15/02/1999,48682.81,48
Aldridge Rhelton,15/05/1978,1205.9,53
Silvester McKinney,04/02/1973,91032.35,7
Min Aizikovich,07/07/1994,83847.73,59
Alica Copozio,11/09/1994,730.56,14
Rory Fairbridge,02/04/1996,50324.78,58
Ulrike Dorracott,26/06/1985,51744.29,59
Francois Fibbings,13/11/1992,62772.72,13
Eula Hatherell,26/09/1987,78178.94,0
Emlyn Loddy,26/02/1974,6039.21,2
